,season,field,inv_item_name,inv_item_weight,inv_item_unit,inv_item_dose,inv_item_date,yield_fact
5502,2023,36.05.07.021.00,Удобрение 10,1717456.47,кг,130.0,2023-05-15,4.42
5503,2023,36.05.07.021.00,Удобрение 57,3434912.94,кг,260.0,2023-05-15,4.42
13355,2024,36.05.07.021.01,Удобрение 57,487500.0,кг,195.0,2024-03-06,0.0
1241,2023,36.05.07.023.00,Удобрение 15,112.32,т,0.2,2023-03-23,0.54
1242,2023,36.05.07.023.00,Удобрение 15,504.68,т,0.19,2023-03-23,0.54
1243,2023,36.05.07.023.00,Удобрение 15,112.32,т,0.2,2023-03-23,0.54
15294,2024,36.05.07.023.00,Удобрение 57,2414981.84,кг,247.0,2024-04-21,4206.327499999999
17561,2024,36.05.07.023.00,Удобрение 34,19065.65,л,1.95,2024-05-24,4206.327499999999
6214,2023,36.05.07.024.00,Удобрение 10,2176093.97,кг,130.0,2023-05-19,6.622857142857143
6215,2023,36.05.07.024.00,Удобрение 57,4352187.94,кг,260.0,2023-05-19,6.622857142857143
276,2023,36.05.07.025.00,Удобрение 49,26000.0,т,65.0,2022-08-08,
282,2023,36.05.07.025.00,Удобрение 49,31460.0,т,65.0,2022-08-09,
286,2023,36.05.07.025.00,Удобрение 49,31460.0,т,65.0,2022-08-10,
292,2023,36.05.07.025.00,Удобрение 49,5621.85,т,65.0,2022-08-11,
2711,2023,36.05.07.025.00,Удобрение 10,936000.0,кг,260.0,2023-04-18,
2712,2023,36.05.07.025.00,Удобрение 10,468000.0,кг,130.0,2023-04-18,
12885,2024,36.05.07.025.00,Удобрение 13,1047713.55,кг,195.0,2023-11-01,4551.1900000000005
15581,2024,36.05.07.025.00,Удобрение 57,1327103.83,кг,247.0,2024-04-25,4551.1900000000005
17937,2024,36.05.07.025.00,Удобрение 34,10477.14,л,1.95,2024-05-30,4551.1900000000005
18201,2024,36.05.07.025.00,Удобрение 34,286.05,л,1.95,2024-06-03,4551.1900000000005
20337,2024,36.05.07.025.00,Удобрение 49,1040.0,т,65.0,2024-08-30,4551.1900000000005
20338,2024,36.05.07.025.00,Удобрение 49,6500.0,т,65.0,2024-08-30,4551.1900000000005
217,2023,36.05.07.026.00,Удобрение 49,9360.0,т,65.0,2022-08-01,
225,2023,36.05.07.026.00,Удобрение 49,16640.0,т,65.0,2022-08-02,
244,2023,36.05.07.026.00,Удобрение 49,146.25,т,65.0,2022-08-04,
245,2023,36.05.07.026.00,Удобрение 49,18785.0,т,65.0,2022-08-04,
252,2023,36.05.07.026.00,Удобрение 49,23465.0,т,65.0,2022-08-05,
259,2023,36.05.07.026.00,Удобрение 49,10985.0,т,65.0,2022-08-06,
260,2023,36.05.07.026.00,Удобрение 49,18785.0,т,65.0,2022-08-06,
277,2023,36.05.07.026.00,Удобрение 49,6909.25,т,65.0,2022-08-08,
4102,2023,36.05.07.026.00,Удобрение 10,2106000.0,кг,260.0,2023-05-05,
12886,2024,36.05.07.026.00,Удобрение 13,2183172.44,кг,195.0,2023-11-01,
15710,2024,36.05.07.026.00,Удобрение 57,2765351.76,кг,247.0,2024-04-26,
18005,2024,36.05.07.026.01,Удобрение 34,21014.88,л,1.95,2024-05-31,6401.9025
18202,2024,36.05.07.026.01,Удобрение 34,432.44,л,1.95,2024-06-03,6401.9025
5151,2023,36.05.07.028.00,Удобрение 10,173667.33,кг,130.0,2023-05-13,6.82
13306,2024,36.05.07.028.00,Удобрение 57,260500.99,кг,195.0,2024-03-05,
4782,2023,36.05.07.030.00,Удобрение 10,318500.0,кг,260.0,2023-05-10,
4783,2023,36.05.07.030.00,Удобрение 57,238875.0,кг,195.0,2023-05-10,
16069,2024,36.05.07.030.00,Удобрение 13,2292962.91,кг,260.0,2024-04-30,
16070,2024,36.05.07.030.00,Удобрение 57,2178314.76,кг,247.0,2024-04-30,
18129,2024,36.05.07.030.01,Удобрение 34,16116.62,л,1.95,2024-06-02,31440.023999999998
2128,2023,36.05.07.031.00,Удобрение 10,42080.24,кг,195.0,2023-04-09,0.0
2198,2023,36.05.07.031.00,Удобрение 57,42080.24,кг,195.0,2023-04-10,0.0
2199,2023,36.05.07.031.00,Удобрение 57,42080.24,кг,195.0,2023-04-10,0.0
8523,2023,36.05.07.031.00,Удобрение 57,42080.24,кг,195.0,2023-06-15,0.0
15582,2024,36.05.07.031.00,Удобрение 57,53294.38,кг,247.0,2024-04-25,6553.34
16071,2024,36.05.07.031.00,Удобрение 13,56106.99,кг,260.0,2024-04-30,6553.34
18130,2024,36.05.07.031.00,Удобрение 34,420.9,л,1.95,2024-06-02,6553.34
15295,2024,36.05.07.032.00,Удобрение 57,55575.0,кг,247.0,2024-04-21,5.24
18203,2024,36.05.07.032.00,Удобрение 34,438.75,л,1.95,2024-06-03,5.24
293,2023,36.05.07.033.00,Удобрение 49,4160.0,т,65.0,2022-08-11,0.10600000000000001
306,2023,36.05.07.033.00,Удобрение 49,26000.0,т,65.0,2022-08-13,0.10600000000000001
313,2023,36.05.07.033.00,Удобрение 49,40625.0,т,65.0,2022-08-14,0.10600000000000001
322,2023,36.05.07.033.00,Удобрение 49,37440.0,т,65.0,2022-08-15,0.10600000000000001
333,2023,36.05.07.033.00,Удобрение 49,31460.0,т,65.0,2022-08-16,0.10600000000000001
767,2023,36.05.07.033.00,Удобрение 49,148.21,т,65.0,2022-10-18,0.10600000000000001
768,2023,36.05.07.033.00,Удобрение 49,26000.0,т,65.0,2022-10-18,0.10600000000000001
2622,2023,36.05.07.033.00,Удобрение 10,4768163.4,кг,259.66,2023-04-17,0.10600000000000001
2623,2023,36.05.07.033.00,Удобрение 10,4774369.63,кг,260.0,2023-04-17,0.10600000000000001
15583,2024,36.05.07.033.00,Удобрение 57,4535651.14,кг,247.0,2024-04-25,6077.19
17938,2024,36.05.07.033.00,Удобрение 34,35808.65,л,1.95,2024-05-30,6077.19
18204,2024,36.05.07.033.00,Удобрение 34,663.07,л,1.95,2024-06-03,6077.19
5152,2023,36.05.07.034.00,Удобрение 57,735531.04,кг,259.1,2023-05-13,
5153,2023,36.05.07.034.00,Удобрение 10,368780.24,кг,129.91,2023-05-13,
20287,2024,36.05.07.035.01,Удобрение 49,26000.0,т,65.0,2024-08-11,0.0
20292,2024,36.05.07.035.01,Удобрение 49,65.0,т,65.0,2024-08-12,0.0
20293,2024,36.05.07.035.01,Удобрение 49,172389.56,т,65.0,2024-08-12,0.0
207,2023,36.05.07.036.00,Удобрение 49,18785.0,т,65.0,2022-07-31,0.23
218,2023,36.05.07.036.00,Удобрение 49,4953.84,т,65.0,2022-08-01,0.23
2713,2023,36.05.07.036.00,Удобрение 10,172128.55,кг,260.0,2023-04-18,0.23
2806,2023,36.05.07.036.00,Удобрение 10,171904.78,кг,259.66,2023-04-19,0.23
12941,2024,36.05.07.036.00,Удобрение 12,129096.42,кг,195.0,2023-11-04,0.036666666666666674
15296,2024,36.05.07.036.00,Удобрение 57,163522.13,кг,247.0,2024-04-21,0.036666666666666674
13307,2024,36.05.07.037.00,Удобрение 57,212097.68,кг,195.0,2024-03-05,
13308,2024,36.05.07.038.01,Удобрение 57,43875.0,кг,195.0,2024-03-05,
5721,2023,36.05.07.039.00,Удобрение 10,187522.45,кг,130.0,2023-05-16,3225.57
5722,2023,36.05.07.039.00,Удобрение 57,375044.9,кг,260.0,2023-05-16,3225.57
2258,2023,36.05.07.040.00,Удобрение 10,5047690.46,кг,195.0,2023-04-11,0.0
2259,2023,36.05.07.040.00,Удобрение 10,5027500.53,кг,194.22,2023-04-11,0.0
2260,2023,36.05.07.040.00,Удобрение 57,5047690.46,кг,195.0,2023-04-11,0.0
2337,2023,36.05.07.040.00,Удобрение 57,5047690.46,кг,195.0,2023-04-12,0.0
8601,2023,36.05.07.040.00,Удобрение 57,5047690.46,кг,195.0,2023-06-16,0.0
15297,2024,36.05.07.040.00,Удобрение 57,6393741.25,кг,247.0,2024-04-21,1.13
2714,2023,36.05.07.041.00,Удобрение 10,1063961.83,кг,260.0,2023-04-18,
12942,2024,36.05.07.041.00,Удобрение 12,797971.38,кг,195.0,2023-11-04,2.5749999999999997
15298,2024,36.05.07.041.00,Удобрение 57,1010763.74,кг,247.0,2024-04-21,2.5749999999999997
20288,2024,36.05.07.041.00,Удобрение 49,6500.0,т,65.0,2024-08-11,2.5749999999999997
20289,2024,36.05.07.041.00,Удобрение 49,4160.0,т,65.0,2024-08-11,2.5749999999999997
195,2023,36.05.07.042.00,Удобрение 49,14625.0,т,65.0,2022-07-30,
208,2023,36.05.07.042.00,Удобрение 49,828.42,т,65.0,2022-07-31,
2715,2023,36.05.07.042.00,Удобрение 10,89543.07,кг,259.66,2023-04-18,
2716,2023,36.05.07.042.00,Удобрение 10,89659.67,кг,260.0,2023-04-18,
12971,2024,36.05.07.042.00,Удобрение 19,67244.76,кг,195.0,2023-11-05,3.14
15299,2024,36.05.07.042.00,Удобрение 57,85176.69,кг,247.0,2024-04-21,3.14
20277,2024,36.05.07.042.00,Удобрение 49,6500.0,т,65.0,2024-08-10,3.14
20278,2024,36.05.07.042.00,Удобрение 49,4773.92,т,65.0,2024-08-10,3.14
2129,2023,36.05.07.043.00,Удобрение 57,1726687.95,кг,195.0,2023-04-09,0.0
2130,2023,36.05.07.043.00,Удобрение 10,1726687.95,кг,195.0,2023-04-09,0.0
2200,2023,36.05.07.043.00,Удобрение 57,1726687.95,кг,195.0,2023-04-10,0.0
8704,2023,36.05.07.043.00,Удобрение 57,1723386.62,кг,195.0,2023-06-17,0.0
15109,2024,36.05.07.043.00,Удобрение 57,2187138.07,кг,247.0,2024-04-19,0.01
17441,2024,36.05.07.043.00,Удобрение 55,4604.5,л,0.52,2024-05-22,0.01
17627,2024,36.05.07.043.00,Удобрение 34,17266.88,л,1.95,2024-05-25,0.01
2624,2023,36.05.07.044.00,Удобрение 10,1448263.52,кг,195.0,2023-04-17,0.0
15198,2024,36.05.07.044.00,Удобрение 57,1834467.12,кг,247.0,2024-04-20,5.54
17737,2024,36.05.07.044.00,Удобрение 34,4492.8,л,1.95,2024-05-27,5.54
17805,2024,36.05.07.044.00,Удобрение 34,2842.54,л,1.95,2024-05-28,5.54
2131,2023,36.05.07.045.00,Удобрение 10,1571434.51,кг,194.22,2023-04-09,0.0
2132,2023,36.05.07.045.00,Удобрение 57,1577745.49,кг,195.0,2023-04-09,0.0
2133,2023,36.05.07.045.00,Удобрение 10,1577745.49,кг,195.0,2023-04-09,0.0
2201,2023,36.05.07.045.00,Удобрение 57,655980.0,кг,195.0,2023-04-10,0.0
2261,2023,36.05.07.045.00,Удобрение 57,199056.49,кг,195.0,2023-04-11,0.0
8524,2023,36.05.07.045.00,Удобрение 57,1577745.49,кг,195.0,2023-06-15,0.0
12972,2024,36.05.07.045.00,Удобрение 19,1577745.49,кг,195.0,2023-11-05,0.01
15110,2024,36.05.07.045.00,Удобрение 57,1987959.31,кг,245.7,2024-04-19,0.01
17506,2024,36.05.07.045.00,Удобрение 55,4207.32,л,0.52,2024-05-23,0.01
2262,2023,36.05.07.046.00,Удобрение 10,1319026.85,кг,194.22,2023-04-11,0.0
2263,2023,36.05.07.046.00,Удобрение 10,1324324.58,кг,195.0,2023-04-11,0.0
8602,2023,36.05.07.046.00,Удобрение 57,195.0,кг,195.0,2023-06-16,0.0
15199,2024,36.05.07.046.00,Удобрение 57,1677477.8,кг,247.0,2024-04-20,0.7000000000000001
5723,2023,36.05.07.047.00,Удобрение 10,1108227.76,кг,130.0,2023-05-16,2988.02
5724,2023,36.05.07.047.00,Удобрение 57,2216455.51,кг,260.0,2023-05-16,2988.02
2264,2023,36.05.07.048.00,Удобрение 10,151246.39,кг,195.0,2023-04-11,0.0
2265,2023,36.05.07.048.00,Удобрение 57,151246.39,кг,195.0,2023-04-11,0.0
2338,2023,36.05.07.048.00,Удобрение 57,151246.39,кг,195.0,2023-04-12,0.0
8525,2023,36.05.07.048.00,Удобрение 57,151246.39,кг,195.0,2023-06-15,0.0
12973,2024,36.05.07.048.00,Удобрение 19,151246.39,кг,195.0,2023-11-05,
15111,2024,36.05.07.048.00,Удобрение 57,191578.76,кг,247.0,2024-04-19,
15112,2024,36.05.07.048.00,Удобрение 57,191578.76,кг,247.0,2024-04-19,
16251,2024,36.05.07.048.00,Удобрение 3,0.0,кг,0.0,2024-05-02,
17738,2024,36.05.07.048.00,Удобрение 34,1512.64,л,1.95,2024-05-27,
2890,2023,36.05.07.049.00,Удобрение 10,285520.67,кг,259.66,2023-04-20,
12974,2024,36.05.07.049.00,Удобрение 19,214419.19,кг,195.0,2023-11-05,1.205
15300,2024,36.05.07.049.00,Удобрение 57,271597.64,кг,247.0,2024-04-21,1.205
1244,2023,36.05.07.050.00,Удобрение 15,78.61,т,0.19,2023-03-23,0.13714285714285715
1245,2023,36.05.07.050.00,Удобрение 15,78.61,т,0.19,2023-03-23,0.13714285714285715
13238,2024,36.05.07.050.00,Удобрение 49,5265000.0,т,65000.0,2024-02-23,5054.795
15200,2024,36.05.07.050.00,Удобрение 57,398764.8,кг,247.0,2024-04-20,5054.795
17806,2024,36.05.07.050.00,Удобрение 34,3148.14,л,1.95,2024-05-28,5054.795
1246,2023,36.05.07.052.00,Удобрение 15,3778.44,т,19.5,2023-03-23,0.377
1247,2023,36.05.07.052.00,Удобрение 15,37.79,т,0.2,2023-03-23,0.377
13232,2024,36.05.07.052.00,Удобрение 49,50343078.5,т,65000.0,2024-02-19,7298.0599999999995
15201,2024,36.05.07.052.00,Удобрение 57,191303.7,кг,247.0,2024-04-20,7298.0599999999995
17807,2024,36.05.07.052.00,Удобрение 34,1510.47,л,1.95,2024-05-28,7298.0599999999995
5898,2023,36.05.07.053.00,Удобрение 10,259519.31,кг,130.0,2023-05-17,4.125
5899,2023,36.05.07.053.00,Удобрение 57,519038.62,кг,260.0,2023-05-17,4.125
8360,2023,36.05.07.053.00,Удобрение 45,7785.58,л,3.9,2023-06-13,4.125
13356,2024,36.05.07.053.00,Удобрение 57,392496.82,кг,196.61,2024-03-06,
19843,2024,36.05.07.053.01,Удобрение 49,1040.0,т,65.0,2024-07-10,0.0
5900,2023,36.05.07.054.00,Удобрение 10,188511.23,кг,130.0,2023-05-17,6.66
5901,2023,36.05.07.054.00,Удобрение 57,377022.46,кг,260.0,2023-05-17,6.66
13357,2024,36.05.07.054.00,Удобрение 57,285104.43,кг,196.61,2024-03-06,0.0
19744,2024,36.05.07.054.00,Удобрение 49,28883.82,т,65.0,2024-07-06,0.0
19774,2024,36.05.07.054.00,Удобрение 49,18785.0,т,65.0,2024-07-07,0.0
622,2023,36.05.07.055.00,Удобрение 49,1147711.14,т,65.0,2022-09-18,7.538333333333334
4784,2023,36.05.07.055.00,Удобрение 10,573855.57,кг,130.0,2023-05-10,7.538333333333334
4785,2023,36.05.07.055.00,Удобрение 10,573855.57,кг,130.0,2023-05-10,7.538333333333334
13309,2024,36.05.07.055.01,Удобрение 57,3597068.73,кг,196.61,2024-03-05,
19876,2024,36.05.07.055.01,Удобрение 49,162500.0,т,65.0,2024-07-11,
19877,2024,36.05.07.055.01,Удобрение 49,23465.0,т,65.0,2024-07-11,
20206,2024,36.05.07.055.01,Удобрение 49,34385.0,т,65.0,2024-07-31,
6555,2023,36.05.07.056.00,Удобрение 57,3202882.83,кг,260.0,2023-05-22,951.655
13358,2024,36.05.07.056.00,Удобрение 57,2636040.87,кг,196.61,2024-03-06,0.0
19051,2024,36.05.07.056.00,Удобрение 49,4160.0,т,65.0,2024-06-20,0.0
19113,2024,36.05.07.056.00,Удобрение 49,169065.0,т,65.0,2024-06-22,0.0
19114,2024,36.05.07.056.00,Удобрение 49,47385.0,т,65.0,2024-06-22,0.0
19156,2024,36.05.07.056.00,Удобрение 49,65.0,т,65.0,2024-06-23,0.0
19157,2024,36.05.07.056.00,Удобрение 49,65.0,т,65.0,2024-06-23,0.0
19411,2024,36.05.07.056.00,Удобрение 49,5265.0,т,65.0,2024-06-29,0.0
19412,2024,36.05.07.056.00,Удобрение 49,3656.25,т,65.0,2024-06-29,0.0
19491,2024,36.05.07.056.00,Удобрение 49,12740.0,т,65.0,2024-07-01,0.0
19492,2024,36.05.07.056.00,Удобрение 49,7865.0,т,65.0,2024-07-01,0.0
19493,2024,36.05.07.056.00,Удобрение 49,703.57,т,65.0,2024-07-01,0.0
1323,2023,36.05.07.057.01,Удобрение 15,63.18,т,0.2,2023-03-24,0.0
1324,2023,36.05.07.057.01,Удобрение 15,112.32,т,0.2,2023-03-24,0.0
1325,2023,36.05.07.057.01,Удобрение 15,3456.19,т,0.2,2023-03-24,0.0
3211,2023,36.05.07.057.01,Удобрение 57,6035773.84,кг,196.79,2023-04-24,0.0
9741,2024,36.05.07.057.01,Удобрение 49,585.0,т,65.0,2023-07-11,0.0
9742,2024,36.05.07.057.01,Удобрение 49,3185.0,т,65.0,2023-07-11,0.0
9765,2024,36.05.07.057.01,Удобрение 49,5265.0,т,65.0,2023-07-12,0.0
9797,2024,36.05.07.057.01,Удобрение 49,7865.0,т,65.0,2023-07-13,0.0
9819,2024,36.05.07.057.01,Удобрение 49,3185.0,т,65.0,2023-07-14,0.0
9848,2024,36.05.07.057.01,Удобрение 49,6500.0,т,65.0,2023-07-16,0.0
9886,2024,36.05.07.057.01,Удобрение 49,3185.0,т,65.0,2023-07-17,0.0
9915,2024,36.05.07.057.01,Удобрение 49,9360.0,т,65.0,2023-07-18,0.0
9948,2024,36.05.07.057.01,Удобрение 49,9360.0,т,65.0,2023-07-19,0.0
9989,2024,36.05.07.057.01,Удобрение 49,2340.0,т,65.0,2023-07-20,0.0
10036,2024,36.05.07.057.01,Удобрение 49,406.25,т,65.0,2023-07-21,0.0
10292,2024,36.05.07.057.01,Удобрение 49,9360.0,т,65.0,2023-07-30,0.0
10303,2024,36.05.07.057.01,Удобрение 49,585.0,т,65.0,2023-07-31,0.0
12528,2024,36.05.07.057.01,Удобрение 36,1869543.0,кг,247.0,2023-10-17,0.0
12529,2024,36.05.07.057.01,Удобрение 36,1918423.53,кг,247.0,2023-10-17,0.0
12572,2024,36.05.07.057.01,Удобрение 19,1102046.4,кг,145.6,2023-10-18,0.0
12573,2024,36.05.07.057.01,Удобрение 19,1130860.19,кг,145.6,2023-10-18,0.0
14011,2024,36.05.07.057.01,Удобрение 57,5980750.8,кг,195.0,2024-04-05,0.0
19615,2024,36.05.07.057.01,Удобрение 57,5912645.1,кг,195.0,2024-07-03,0.0
12530,2024,36.05.07.057.02,Удобрение 36,6175.0,кг,247.0,2023-10-17,0.0
12531,2024,36.05.07.057.02,Удобрение 36,7471.75,кг,247.0,2023-10-17,0.0
14012,2024,36.05.07.057.02,Удобрение 57,21498.75,кг,195.0,2024-04-05,0.0
19616,2024,36.05.07.057.02,Удобрение 57,18347.55,кг,195.0,2024-07-03,0.0
14013,2024,36.05.07.057.03,Удобрение 57,329.55,кг,195.0,2024-04-05,78114.35
16157,2024,36.05.07.057.03,Удобрение 13,439.4,кг,260.0,2024-05-01,78114.35
18205,2024,36.05.07.057.03,Удобрение 34,3.3,л,1.95,2024-06-03,78114.35
12491,2024,36.05.07.058.00,Удобрение 36,29887.0,кг,247.0,2023-10-16,
12492,2024,36.05.07.058.00,Удобрение 19,122449.6,кг,145.6,2023-10-16,
12493,2024,36.05.07.058.00,Удобрение 36,29887.0,кг,247.0,2023-10-16,
12494,2024,36.05.07.058.00,Удобрение 19,109470.29,кг,145.6,2023-10-16,
12495,2024,36.05.07.058.00,Удобрение 49,1274.0,т,6.5,2023-10-16,
12532,2024,36.05.07.058.00,Удобрение 49,10985.0,т,65.0,2023-10-17,
14052,2024,36.05.07.058.00,Удобрение 57,620727.2,кг,195.0,2024-04-06,
19617,2024,36.05.07.058.01,Удобрение 57,367615.86,кг,195.0,2024-07-03,
19926,2024,36.05.07.058.01,Удобрение 33,3676.33,л,1.95,2024-07-12,
19927,2024,36.05.07.058.01,Удобрение 55,980.47,л,0.52,2024-07-12,
16158,2024,36.05.07.058.02,Удобрение 13,43940.0,кг,260.0,2024-05-01,15622.87
18206,2024,36.05.07.058.02,Удобрение 34,329.55,л,1.95,2024-06-03,15622.87
12496,2024,36.05.07.059.00,Удобрение 36,71383.0,кг,247.0,2023-10-16,
12497,2024,36.05.07.059.00,Удобрение 36,80384.08,кг,247.0,2023-10-16,
12498,2024,36.05.07.059.00,Удобрение 19,47384.3,кг,145.6,2023-10-16,
12499,2024,36.05.07.059.00,Удобрение 19,42078.4,кг,145.6,2023-10-16,
14053,2024,36.05.07.059.00,Удобрение 57,239421.31,кг,195.0,2024-04-06,
18207,2024,36.05.07.059.01,Удобрение 34,329.55,л,1.95,2024-06-03,
19618,2024,36.05.07.059.01,Удобрение 57,137352.46,кг,195.0,2024-07-03,
18208,2024,36.05.07.059.02,Удобрение 34,140.89,л,1.95,2024-06-03,24661.815000000002
1248,2023,36.05.07.060.00,Удобрение 15,24.12,т,0.2,2023-03-23,0.2714285714285714
1249,2023,36.05.07.060.00,Удобрение 57,98831.66,кг,196.79,2023-03-23,0.2714285714285714
1250,2023,36.05.07.060.00,Удобрение 15,24.97,т,0.2,2023-03-23,0.2714285714285714
16072,2024,36.05.07.060.00,Удобрение 64,124286.91,кг,247.48,2024-04-30,3537.505
16073,2024,36.05.07.060.00,Удобрение 15,124.11,т,0.25,2024-04-30,3537.505
19467,2024,36.05.07.060.00,Удобрение 32,65287.05,кг,130.0,2024-06-30,3537.505
20342,2024,36.05.07.060.00,Удобрение 49,1316.25,т,65.0,2024-09-03,3537.505
20343,2024,36.05.07.060.00,Удобрение 49,1966.25,т,65.0,2024-09-03,3537.505
20344,2024,36.05.07.060.00,Удобрение 49,2340.0,т,65.0,2024-09-04,3537.505
20345,2024,36.05.07.060.00,Удобрение 49,1966.25,т,65.0,2024-09-05,3537.505
20347,2024,36.05.07.060.00,Удобрение 49,53.83,т,65.0,2024-09-06,3537.505
5902,2023,36.05.07.061.00,Удобрение 10,436717.01,кг,130.0,2023-05-17,5.176
